City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Estelle,US,29.8458,-90.1067,69.8,92,75,6.91,mist
475,Kazerun,IR,29.6195,51.6541,47.07,86,82,2.95,broken clouds
476,Hamilton,US,39.1834,-84.5333,43.59,84,40,13.8,scattered clouds
477,Farmington,US,36.7281,-108.2187,30.88,92,0,4.0,clear sky
478,La Ronge,CA,55.1001,-105.2842,17.85,86,75,6.91,broken clouds
479,Vermilion,US,40.1667,-87.7506,39.54,82,100,8.05,overcast clouds
480,Hiranagar,IN,32.45,75.2667,52.29,39,90,1.7,overcast clouds
481,Cumberland,US,35.0502,-78.8664,57.42,91,100,10.36,overcast clouds
482,Half Moon Bay,US,37.4636,-122.4286,51.85,84,75,10.36,broken clouds
483,Andenes,NO,69.3143,16.1194,33.78,69,100,10.36,overcast clouds
484,Tsaratanana,MG,-16.7833,47.65,73.69,76,100,8.84,overcast clouds
485,Tual,ID,-5.6667,132.75,83.71,74,86,15.08,overcast clouds
486,Qaqortoq,GL,60.7167,-46.0333,18.09,70,100,6.55,overcast clouds
487,Lata,PT,40.1629,-8.3327,48.07,82,100,12.64,overcast clouds
488,Jaguaribe,BR,-5.8906,-38.6219,74.48,85,45,3.56,scattered clouds
489,Gizo,SB,-8.103,156.8419,83.05,77,95,14.65,moderate rain
490,Voh,NC,-20.9667,164.7,73.74,89,100,6.71,overcast clouds
491,Buala,SB,-8.145,159.5921,81.61,81,99,10.67,light rain
492,Yumen,CN,40.2833,97.2,14.72,62,1,27.29,clear sky
493,Ta Khmau,KH,11.4833,104.95,78.85,57,20,16.11,few clouds
494,Jaisalmer,IN,26.9147,70.9181,57.43,14,0,9.6,clear sky
495,Lerwick,GB,60.1545,-1.1494,35.6,66,94,19.86,overcast clouds
496,Oyem,GA,1.5995,11.5793,66.78,94,78,2.84,broken clouds
497,Vanimo,PG,-2.6741,141.3028,85.84,64,100,6.13,light rain
498,Bjornevatn,NO,69.6672,29.9847,19.02,85,0,10.36,clear sky
499,Kahului,US,20.8947,-156.47,80.62,71,40,5.75,scattered clouds
500,Iguape,BR,-24.7081,-47.5553,75.0,91,98,0.36,overcast clouds
501,Mecca,SA,21.4267,39.8261,66.54,54,7,2.28,clear sky
502,Zharkent,KZ,44.1628,80.0,9.07,79,3,1.25,clear sky
503,Pietersburg,ZA,-23.9045,29.4688,65.25,94,20,5.75,few clouds
504,Sola,VU,-13.8833,167.55,81.27,89,100,0.0,light rain
505,San Juan,AR,-31.5375,-68.5364,75.63,56,88,6.15,overcast clouds
506,Zaysan,KZ,47.4667,84.8667,-2.47,96,66,1.83,broken clouds
507,Besikduzu,TR,41.052,39.2284,62.49,56,48,10.04,scattered clouds
508,Villazon,BO,-22.0866,-65.5942,51.26,67,71,3.27,broken clouds
509,Salekhard,RU,66.53,66.6019,0.93,98,100,3.15,overcast clouds
510,Khasan,RU,42.4308,130.6434,21.94,30,0,6.8,clear sky
511,Morondava,MG,-20.2833,44.2833,78.31,82,39,6.91,scattered clouds
512,Hauterive,FR,46.0901,3.4459,41.76,97,86,2.91,overcast clouds
513,Vallenar,CL,-28.5708,-70.7581,68.99,56,0,1.77,clear sky
514,Vostok,RU,46.4856,135.8833,-1.68,80,75,8.16,broken clouds
515,Vila Praia De Ancora,PT,41.811,-8.8526,47.1,67,99,26.62,overcast clouds
516,Kearney,US,40.6995,-99.0815,32.56,92,100,12.66,overcast clouds
517,Abalak,RU,58.1286,68.5944,8.42,86,86,7.43,overcast clouds
518,Santa Maria,BR,-29.6842,-53.8069,74.5,83,0,12.66,clear sky
519,Barabai,ID,-2.5833,115.3833,77.45,92,100,1.14,overcast clouds
520,Mahajanga,MG,-15.7167,46.3167,71.62,94,20,4.61,few clouds
521,Matara,LK,5.9485,80.5353,80.94,65,83,11.92,broken clouds
522,La Asuncion,VE,11.0333,-63.8628,74.79,86,41,9.55,scattered clouds
523,Ati,TD,13.2154,18.3353,66.22,28,100,7.94,overcast clouds
524,Zhicheng,CN,30.2956,111.5047,47.19,35,6,4.47,clear sky
525,Manzanillo,CU,20.3433,-77.1167,65.37,75,0,6.35,clear sky
526,Kununurra,AU,-15.7667,128.7333,89.58,70,85,6.91,light rain
527,Pokhara,NP,28.2333,83.9833,58.12,33,0,4.34,clear sky
528,Dudinka,RU,69.4058,86.1778,-28.16,88,100,7.52,overcast clouds
529,Chimbote,PE,-9.0853,-78.5783,68.72,78,100,3.91,overcast clouds
530,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,79.83,37,52,4.76,broken clouds
531,Valparaiso,CL,-33.0393,-71.6273,62.47,100,0,3.44,clear sky
532,Lewistown,US,40.5992,-77.5714,47.08,100,100,5.75,overcast clouds
533,Namatanai,PG,-3.6667,152.4333,83.79,67,100,8.05,overcast clouds
534,Marovoay,MG,-16.1,46.6333,75.09,79,100,4.41,overcast clouds
535,Banda Aceh,ID,5.5577,95.3222,81.07,66,100,13.18,overcast clouds
536,Qeshm,IR,26.9581,56.2719,64.29,68,89,6.33,overcast clouds
537,Kholodnyy,RU,62.7167,147.95,-32.84,96,99,4.03,overcast clouds
538,Guarapari,BR,-20.6667,-40.4975,73.89,92,6,5.48,clear sky
539,Aklavik,CA,68.2191,-135.0107,-17.73,97,100,0.58,overcast clouds
540,Tumen,CN,42.9661,129.8425,20.37,30,0,4.79,clear sky
541,Aasiaat,GL,68.7098,-52.8699,-22.63,90,73,10.13,broken clouds
542,Cap Malheureux,MU,-19.9842,57.6142,80.47,73,100,8.99,light rain
543,Erzin,TR,36.9559,36.2,50.4,82,52,2.51,broken clouds
544,Payo,ID,-3.7508,103.6372,78.73,86,100,4.54,overcast clouds
545,Aras,ES,42.5617,-2.356,34.23,70,0,13.8,light snow
546,Villa Union,MX,23.2,-106.2333,70.02,83,75,0.0,broken clouds
547,Santa Rita,BR,-7.1139,-34.9781,74.07,100,75,3.44,broken clouds
548,Gubkinskiy,RU,64.434,76.5026,-0.38,97,98,11.7,overcast clouds
549,Pasighat,IN,28.0667,95.3333,66.88,49,19,1.59,few clouds
550,Saint George,US,37.1041,-113.5841,41.43,77,100,8.05,overcast clouds
551,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.06,94,100,2.82,overcast clouds
552,Puksoozero,RU,62.5903,40.6066,19.26,96,90,6.98,overcast clouds
553,Tura,IN,25.5198,90.2201,66.36,36,0,1.72,clear sky
554,The Valley,AI,18.217,-63.0578,76.86,78,11,18.21,few clouds
555,Port Hedland,AU,-20.3167,118.5667,86.05,70,76,5.75,light rain
556,Gola Bazar,IN,26.3431,83.3553,56.1,48,0,2.89,clear sky
557,Kletskaya,RU,49.3145,43.0584,26.33,92,100,13.31,overcast clouds
558,Ada,US,43.4166,-116.1262,33.15,80,10,7.0,clear sky
559,Poum,NC,-20.2333,164.0167,75.15,90,100,16.84,overcast clouds
560,Oranjemund,NA,-28.55,16.4333,65.93,91,100,7.94,overcast clouds
561,Mount Hagen,PG,-5.8581,144.2274,72.36,60,40,4.61,scattered clouds
562,Meulaboh,ID,4.1363,96.1285,80.87,60,100,1.97,overcast clouds
563,Horuphav,DK,54.9102,9.8987,35.55,87,75,10.36,broken clouds
564,Bonfim,BR,3.0833,-59.95,75.6,77,90,5.88,overcast clouds
565,Teknaf,BD,20.8624,92.3058,74.89,37,1,8.61,clear sky
566,Beringovskiy,RU,63.05,179.3167,-17.72,86,74,14.07,broken clouds
567,Kardailovo,RU,51.5386,53.9042,0.95,83,3,7.76,clear sky
568,Richards Bay,ZA,-28.783,32.0377,75.43,81,96,11.3,overcast clouds
569,Puro,PH,12.4841,123.3827,81.21,79,100,11.59,overcast clouds
570,Sungaipenuh,ID,-2.0833,101.3833,75.4,70,94,0.83,overcast clouds
571,Chumikan,RU,54.7183,135.315,-23.69,81,54,12.95,broken clouds
572,Oktyabrskiy,RU,54.4815,53.471,-2.13,90,32,4.79,scattered clouds
573,Kaseda,JP,31.4167,130.3167,51.53,60,83,20.18,broken clouds
574,Tanete,ID,-3.9443,119.7848,91.0,54,30,6.87,scattered clouds
575,Talaya,RU,61.3833,152.75,-25.65,96,100,5.19,overcast clouds
576,Riyadh,SA,24.6877,46.7219,48.34,77,81,11.3,broken clouds
577,Inongo,CD,-1.95,18.2667,70.45,90,99,6.13,overcast clouds
578,Midleton,IE,51.9153,-8.1805,35.38,77,7,16.22,clear sky
579,North Charleston,US,32.8886,-80.0075,61.02,73,100,3.44,overcast clouds
580,Shingu,JP,33.7333,135.9833,54.09,49,90,2.77,overcast clouds
581,Jamalpur,BD,24.9167,89.9333,65.34,40,0,3.58,clear sky
582,Lac-Megantic,CA,45.5834,-70.8823,26.51,95,100,3.96,overcast clouds
583,Champerico,GT,14.3,-91.9167,76.42,71,3,6.06,clear sky
584,Pasni,PK,25.2631,63.471,68.77,60,0,6.08,clear sky
585,Acapulco,MX,16.8634,-99.8901,78.62,73,40,4.61,scattered clouds
586,Labuhan,ID,-6.8844,112.2051,82.44,77,100,5.3,light rain
587,Berlevag,NO,70.8578,29.0864,32.0,69,18,14.97,few clouds
588,Karaton,ID,-6.3424,106.1045,84.36,65,89,4.0,overcast clouds
589,Dubovka,RU,49.0583,44.829,23.95,89,100,8.39,overcast clouds
590,Dillon,US,34.4166,-79.3712,60.94,97,66,6.4,broken clouds
591,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.53,92,2,10.76,clear sky
592,Dawei,MM,14.0833,98.2,86.07,45,80,2.66,broken clouds
593,Kupang,ID,-10.1667,123.5833,86.58,79,40,6.91,scattered clouds
594,Nemuro,JP,43.3236,145.575,25.59,64,100,5.01,overcast clouds
595,Lokosovo,RU,61.1333,74.8167,2.21,95,100,6.69,overcast clouds
596,Pontianak,ID,-0.0333,109.3333,84.18,74,40,5.75,scattered clouds
597,Aden,YE,12.7794,45.0367,75.74,72,35,7.61,scattered clouds
598,Gornyy,RU,55.1153,83.9059,4.19,97,91,6.46,overcast clouds
599,Samarai,PG,-10.6167,150.6667,85.39,72,92,10.04,overcast clouds
600,Judenburg,AT,47.1667,14.6667,30.92,100,75,4.61,mist
601,Arman,RU,59.7,150.1667,-10.98,80,99,12.75,overcast clouds
602,Palu,ID,-0.8917,119.8707,88.9,64,99,2.48,moderate rain
603,San Juan Del Cesar,CO,10.7711,-73.0031,79.75,82,3,4.97,clear sky
604,Ust-Nera,RU,64.5667,143.2,-37.03,100,99,4.36,overcast clouds
605,Tacoronte,ES,28.4769,-16.4102,56.25,89,100,14.0,overcast clouds
606,Kamaishi,JP,39.2667,141.8833,42.55,60,100,7.92,overcast clouds
607,Kaya,BF,13.0917,-1.0844,65.32,18,0,9.55,clear sky
608,Omsukchan,RU,62.5333,155.8,-27.29,95,100,5.95,overcast clouds
609,Porto Novo,BJ,6.4965,2.6036,74.48,86,61,3.31,broken clouds
610,Grand Gaube,MU,-20.0064,57.6608,80.38,73,100,8.99,light rain
611,Fayaoue,NC,-20.65,166.5333,76.12,82,100,19.1,light rain
612,Sheboygan,US,43.7333,-87.9334,37.18,89,100,11.5,overcast clouds
613,Maniitsoq,GL,65.4167,-52.9,0.07,73,33,10.47,scattered clouds
614,Dickinson,US,29.4608,-95.0513,71.17,93,100,11.5,mist
615,Sidhauli,IN,27.2833,80.8333,53.73,44,4,3.67,clear sky
616,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,13.8,scattered clouds
617,Carndonagh,IE,55.25,-7.2667,37.98,76,86,17.16,overcast clouds
618,Mount Pleasant,US,32.7941,-79.8626,61.09,72,100,1.99,overcast clouds
619,Muromtsevo,RU,56.3724,75.2418,3.16,92,69,6.11,broken clouds
620,Dawlatabad,AF,36.4141,64.9053,20.34,87,100,2.57,overcast clouds
621,Talcahuano,CL,-36.7167,-73.1167,55.08,88,75,6.91,broken clouds
622,Deoria,IN,26.5047,83.7872,57.27,48,0,2.89,clear sky
623,Imbituba,BR,-28.24,-48.6703,77.86,95,100,7.27,overcast clouds
624,Dingle,PH,10.9995,122.6711,81.09,83,100,8.46,overcast clouds
625,Mareeba,AU,-17.0,145.4333,77.43,95,98,1.5,light rain
626,Omboue,GA,-1.5746,9.2618,77.31,83,98,2.53,overcast clouds
627,Biak,ID,-0.9131,122.8766,81.3,74,100,0.63,light rain
628,Westport,US,41.1415,-73.3579,45.86,74,100,1.01,overcast clouds
629,Dumas,US,35.8656,-101.9732,52.54,66,40,19.57,scattered clouds
630,Terra Santa,BR,-2.1042,-56.4869,71.31,99,100,1.3,overcast clouds
631,Mwingi,KE,-0.9344,38.0601,61.66,67,97,2.24,overcast clouds
632,Tigil,RU,57.8,158.6667,-5.24,96,100,2.57,overcast clouds
633,Izhma,RU,65.0083,53.9113,12.79,94,75,7.54,broken clouds
634,Monroe,US,43.1501,-77.6831,45.01,90,100,13.8,overcast clouds
635,Zhigansk,RU,66.7697,123.3711,-53.37,96,78,4.32,broken clouds
636,Sishui,CN,35.6489,117.2758,36.7,39,0,10.07,clear sky
637,Kampene,CD,-3.6,26.6667,65.93,99,99,2.35,overcast clouds
638,Linqiong,CN,30.4159,103.4609,42.62,33,6,4.47,clear sky
639,Xining,CN,36.6167,101.7667,12.9,50,82,1.9,broken clouds
640,Yelan,RU,50.949,43.7378,21.11,93,100,12.5,overcast clouds
641,Tari,NG,12.4086,4.4914,63.27,26,2,10.36,clear sky
642,Laizhou,CN,37.1717,119.9214,35.89,30,0,9.8,clear sky
643,Saint-Joseph,RE,-21.3667,55.6167,80.47,79,98,14.2,overcast clouds
644,Ahuimanu,US,21.4447,-157.8378,80.31,71,40,8.05,scattered clouds
645,Ternate,ID,0.8,127.4,84.15,68,100,2.33,overcast clouds
646,Tarabuco,BO,-19.1667,-64.9167,48.65,77,32,3.71,scattered clouds
647,Gat,IL,31.61,34.7642,54.39,69,0,5.55,clear sky
648,Kuah,MY,6.3265,99.8432,87.78,55,20,11.5,few clouds
649,Kundiawa,PG,-6.0167,144.9667,70.77,84,97,2.15,overcast clouds
650,Ulety,RU,51.3572,112.4849,6.6,76,96,11.18,overcast clouds
651,Houma,US,29.5958,-90.7195,70.0,95,100,8.05,mist
652,Neuquen,AR,-38.9516,-68.0591,67.89,77,100,5.75,thunderstorm
653,Nova Londrina,BR,-22.7658,-52.985,73.8,85,100,2.1,overcast clouds
654,Dhidhdhoo,MV,6.8833,73.1,80.53,75,6,12.86,clear sky
655,Saint-Georges,GD,12.0564,-61.7485,76.68,83,40,8.05,light rain
656,Kribi,CM,2.95,9.9167,77.86,87,97,3.13,light rain
657,Sur,OM,22.5667,59.5289,70.3,58,5,7.56,clear sky
658,Goundam,ML,16.4145,-3.6708,64.87,18,71,8.84,broken clouds
659,Sokolovo,RU,52.5318,84.7896,11.1,92,100,11.39,overcast clouds
660,Miri,MY,4.4148,114.0089,86.14,66,40,4.61,scattered clouds
661,Bentiu,SS,9.2333,29.8333,68.27,23,100,5.1,overcast clouds
662,Skagen,DK,57.7209,10.5839,37.04,81,100,20.6,overcast clouds
663,Botngard,NO,63.7653,9.8111,35.46,64,0,19.57,clear sky
664,Calabozo,VE,8.9242,-67.4293,77.16,49,73,5.21,broken clouds
665,Amurzet,RU,47.6967,131.0981,-4.85,86,56,4.05,broken clouds
666,Warrnambool,AU,-38.3833,142.4833,60.49,61,96,19.15,overcast clouds
667,Mizan Teferi,ET,6.9833,35.5833,63.82,60,95,2.35,overcast clouds
668,Yellandu,IN,17.6,80.3333,74.17,58,0,4.5,clear sky
669,Dale,US,38.1689,-86.99,48.45,87,0,9.22,clear sky
670,Milkovo,RU,54.7167,158.6167,-0.13,91,59,0.89,broken clouds
671,Coahuayana,MX,18.7333,-103.6833,65.7,83,86,3.8,overcast clouds
672,Paita,PE,-5.0892,-81.1144,70.3,78,99,8.23,overcast clouds
673,Belyy Yar,RU,53.6039,91.3903,10.29,76,75,8.95,broken clouds
674,Billund,DK,55.7335,9.1078,37.0,100,100,8.05,overcast clouds
675,Daloa,CI,6.8774,-6.4502,65.37,37,12,0.54,few clouds
676,Esso,RU,55.9333,158.7,4.87,95,100,5.03,light snow
677,Ixcatepec,MX,21.2,-97.95,65.3,89,100,4.85,overcast clouds
678,Pacific Grove,US,36.6177,-121.9166,51.66,83,20,8.01,few clouds
679,Rongcheng,CN,30.634,117.8517,43.66,40,0,4.56,clear sky
680,Dongsheng,CN,39.8161,109.9776,17.71,47,0,25.7,clear sky
681,Kaka,TM,37.3482,59.6143,28.54,64,100,1.12,overcast clouds
682,Yanam,IN,16.7333,82.2167,78.98,59,3,0.13,clear sky
683,Hazorasp,UZ,41.3194,61.0742,12.04,71,6,6.93,clear sky
684,Perbaungan,ID,3.5679,98.956,80.71,64,95,3.83,overcast clouds
685,Kirovskiy,RU,45.0917,133.5136,5.34,82,84,3.15,broken clouds
686,Baraboo,US,43.4711,-89.7443,36.23,90,100,4.61,overcast clouds
687,Show Low,US,34.2542,-110.0298,28.69,83,100,12.66,snow
688,General Roca,AR,-39.0333,-67.5833,71.94,59,100,16.2,light rain
689,Stokmarknes,NO,68.5646,14.9108,28.38,64,100,6.91,overcast clouds
690,Pueblo,US,38.2545,-104.6091,36.36,91,100,1.01,overcast clouds
691,Khalkhal,IR,37.6189,48.5258,23.0,83,6,0.56,clear sky
692,Kiunga,PG,-6.1219,141.2906,93.58,45,89,4.63,light rain
693,Matagami,CA,49.7502,-77.6328,24.91,68,100,4.61,overcast clouds
694,Saru Dornei,RO,47.2833,25.35,39.92,91,100,1.01,overcast clouds
695,Malinyi,TZ,-8.9333,36.1333,69.55,97,99,1.66,overcast clouds
696,Kokoda,PG,-8.8785,147.7407,84.79,74,97,1.41,overcast clouds
697,Derbent,RU,42.0678,48.2899,39.74,83,84,1.57,broken clouds
698,Baghdad,IQ,33.3406,44.4009,46.31,87,0,10.36,clear sky
699,Chapais,CA,49.7834,-74.8492,6.58,96,100,2.55,overcast clouds
700,Quatre Cocos,MU,-20.2078,57.7625,80.1,82,100,19.75,light rain
701,Winnemucca,US,40.973,-117.7357,26.65,80,0,0.0,clear sky
702,Eregli,TR,37.5133,34.0467,35.8,78,12,1.74,few clouds
703,Yuzhno-Kurilsk,RU,44.0306,145.8556,26.82,53,100,5.64,overcast clouds
704,Belaya Gora,RU,68.5333,146.4167,-36.2,100,100,1.36,overcast clouds
705,Noumea,NC,-22.2763,166.4572,84.0,99,100,12.84,overcast clouds
706,Caucasia,CO,7.9865,-75.1935,73.67,92,16,2.73,few clouds
707,Kashi,CN,39.4547,75.9797,0.61,78,3,4.47,clear sky
708,Sorong,ID,-0.8833,131.25,83.86,72,97,10.98,light rain
709,Atambua,ID,-9.1061,124.8925,82.45,68,96,6.44,overcast clouds
710,Seoul,KR,37.5683,126.9778,34.99,49,0,6.91,clear sky
711,Prestea,GH,5.4327,-2.1428,74.52,92,49,2.04,scattered clouds
